,Unnamed: 0,FileName,XMin,XMax,YMin,YMax,ClassName
37,37,00492e9dbaf3c2a1.jpg,0.548125,0.999375,0.142512,0.4299520000000001,Car
38,38,004a86ae32a121ab.jpg,0.00875,0.706875,0.344094,0.956693,Car
39,39,004a86ae32a121ab.jpg,0.768125,0.82,0.4952760000000001,0.534646,Car
40,40,004abd1e49165b1c.jpg,0.26875,0.374375,0.7446010000000001,0.793427,Vehicle registration plate
41,41,004abd1e49165b1c.jpg,0.91375,0.998125,0.625352,0.671362,Vehicle registration plate
42,42,004fddebf0ac943c.jpg,0.149617,0.212248,0.48625,0.50875,Vehicle registration plate
43,43,004fddebf0ac943c.jpg,0.665275,0.790536,0.74125,0.78375,Vehicle registration plate
44,44,004fddebf0ac943c.jpg,0.782881,0.81698,0.49,0.51375,Vehicle registration plate
45,45,004fddebf0ac943c.jpg,0.0,0.999304,0.378125,0.89375,Car
46,46,00566d91765600a5.jpg,0.0,0.454688,0.223881,0.742004,Car
47,47,00566d91765600a5.jpg,0.367188,0.575,0.339019,0.520256,Car
48,48,00566d91765600a5.jpg,0.39375,0.509375,0.36887,0.422175,Car
49,49,00566d91765600a5.jpg,0.446875,0.939062,0.110874,0.556503,Car
50,50,00566d91765600a5.jpg,0.926562,0.998438,0.4115140000000001,0.5053310000000001,Car
51,51,005932632ad92371.jpg,0.61125,0.63875,0.258004,0.279661,Vehicle registration plate
52,52,005932632ad92371.jpg,0.0,0.641875,0.002825,0.999058,Car
53,53,005932632ad92371.jpg,0.44875,0.668125,0.121469,0.310734,Car
54,54,005e1faed531ae7e.jpg,0.239815,0.3,0.8638889999999999,0.898611,Vehicle registration plate
55,55,006017783a8beb66.jpg,0.643555,0.711914,0.744792,0.766927,Vehicle registration plate
56,56,006017783a8beb66.jpg,0.8613280000000001,0.8818360000000001,0.673177,0.688802,Vehicle registration plate
57,57,006017783a8beb66.jpg,0.0,0.7089840000000001,0.671875,0.998698,Car
58,58,006017783a8beb66.jpg,0.59375,0.898438,0.6367189999999999,0.894531,Car
59,59,006017783a8beb66.jpg,0.854492,0.96875,0.619792,0.75651,Car
60,60,006017783a8beb66.jpg,0.930664,0.999023,0.614583,0.726562,Car
61,61,0070e7ac9d5a202a.jpg,0.08,0.90875,0.0,0.904315,Car
62,62,0088be963439e57d.jpg,0.755625,0.8175,0.468368,0.679245,Vehicle registration plate
63,63,0090a11fa8b2b69d.jpg,0.80957,0.8652340000000001,0.507812,0.669271,Vehicle registration plate
64,64,0090a11fa8b2b69d.jpg,0.8876950000000001,0.9375,0.075521,0.14974,Vehicle registration plate
65,65,009672ac62b6f1f1.jpg,0.05875,0.37625,0.28424,0.545966,Car
66,66,00d03a35f54e8386.jpg,0.541978,0.651704,0.7984720000000001,0.8538680000000001,Vehicle registration plate
67,67,00d17e785bbf2ca1.jpg,0.269375,0.309375,0.7825,0.803333,Vehicle registration plate
68,68,00d202cef5442753.jpg,0.46125,0.54625,0.587242,0.662289,Vehicle registration plate
69,69,00eb06ce368a9b9b.jpg,0.021601,0.17407899999999998,0.757225,0.8400770000000001,Vehicle registration plate
70,70,00f04d8a2225b873.jpg,0.88638,0.925194,0.567262,0.64064,Vehicle registration plate
71,71,00f04d8a2225b873.jpg,0.0,0.122795,0.403575,0.5381,Car
72,72,00f04d8a2225b873.jpg,0.050812,0.968948,0.157103,0.9002819999999999,Car
73,73,00f8eb771370fabc.jpg,0.18,0.685,0.630112,0.965613,Vehicle registration plate
74,74,011313e10dcd6d12.jpg,0.19,0.29125,0.438333,0.561667,Vehicle registration plate
75,75,011313e10dcd6d12.jpg,0.79625,0.886875,0.29,0.338333,Vehicle registration plate
76,76,011392ef97fec4f6.jpg,0.00625,0.5875,0.580833,0.92,Car
77,77,011392ef97fec4f6.jpg,0.0,0.17125,0.603333,0.999167,Car
78,78,011392ef97fec4f6.jpg,0.313125,0.76125,0.5275,0.790833,Car
79,79,0181c8fe6cc0b2c8.jpg,0.344375,0.400625,0.8208030000000001,0.856849,Vehicle registration plate
80,80,01861878caa0a212.jpg,0.44375,0.528125,0.585833,0.6225,Car
81,81,019a2a22e51ee1a9.jpg,0.205625,0.716875,0.533193,0.719705,Vehicle registration plate
82,82,01e1ec24455d60a0.jpg,0.3075,0.345,0.758912,0.7842399999999999,Vehicle registration plate
83,83,01e1ec24455d60a0.jpg,0.12,0.174375,0.659475,0.761726,Car
84,84,01e1ec24455d60a0.jpg,0.1575,0.2575,0.6519699999999999,0.774859,Car
85,85,01e1ec24455d60a0.jpg,0.20875,0.3025,0.6810510000000001,0.800188,Car
86,86,01e1ec24455d60a0.jpg,0.241875,0.381875,0.697936,0.827392,Car
87,87,01e846c846a1509e.jpg,0.660937,0.71875,0.753125,0.796875,Vehicle registration plate
88,88,01e846c846a1509e.jpg,0.022656,0.0625,0.504687,0.601562,Car
89,89,01e846c846a1509e.jpg,0.694531,0.835938,0.498437,0.639063,Car
90,90,01e846c846a1509e.jpg,0.8796870000000001,0.999219,0.507812,0.6625,Car
91,91,01ebd4f1b7f87a41.jpg,0.100625,0.8075,0.21576,0.8180109999999999,Vehicle registration plate
92,92,020326c96ff05c1f.jpg,0.254375,0.315,0.661241,0.694812,Vehicle registration plate
93,93,020326c96ff05c1f.jpg,0.786875,0.85125,0.669379,0.709054,Vehicle registration plate
94,94,020822c0f3621620.jpg,0.143125,0.845,0.225833,0.8325,Car
95,95,022831745d737ecd.jpg,0.267,0.42200000000000004,0.699198,0.8449200000000001,Car
96,96,022831745d737ecd.jpg,0.324,0.36200000000000004,0.784759,0.799465,Vehicle registration plate
97,97,022831745d737ecd.jpg,0.753,0.7959999999999999,0.763369,0.7927810000000001,Vehicle registration plate
98,98,022831745d737ecd.jpg,0.376,0.419,0.688503,0.75,Car
99,99,022831745d737ecd.jpg,0.391,0.40399999999999997,0.68984,0.7286100000000001,Car
100,100,022831745d737ecd.jpg,0.498,0.627,0.681818,0.786096,Car
101,101,022831745d737ecd.jpg,0.672,0.841,0.681818,0.84893,Car
102,102,027348743a9b8374.jpg,0.8125,0.8775,0.5075,0.555,Vehicle registration plate
103,103,02ba8c25851c7e9d.jpg,0.28875,0.43,0.4225,0.611667,Car
104,104,02ba8c25851c7e9d.jpg,0.31125,0.346875,0.5075,0.5283329999999999,Vehicle registration plate
105,105,02ba8c25851c7e9d.jpg,0.8,0.821875,0.5125,0.5275,Vehicle registration plate
106,106,02ba8c25851c7e9d.jpg,0.023125,0.13,0.4625,0.551667,Car
107,107,02ba8c25851c7e9d.jpg,0.098125,0.15875,0.455,0.5375,Car
108,108,02ba8c25851c7e9d.jpg,0.1275,0.183125,0.445,0.529167,Car
109,109,02ba8c25851c7e9d.jpg,0.16875,0.235,0.438333,0.511667,Car
110,110,02ba8c25851c7e9d.jpg,0.215625,0.254375,0.4275,0.496667,Car
111,111,02ba8c25851c7e9d.jpg,0.23875,0.27125,0.4225,0.495,Car
112,112,02ba8c25851c7e9d.jpg,0.2775,0.344375,0.4,0.465833,Car
113,113,02ba8c25851c7e9d.jpg,0.3575,0.404375,0.391667,0.429167,Car
114,114,02ba8c25851c7e9d.jpg,0.42875,0.566875,0.3775,0.5,Car
115,115,02ba8c25851c7e9d.jpg,0.571875,0.639375,0.448333,0.529167,Car
116,116,02ba8c25851c7e9d.jpg,0.644375,0.684375,0.3775,0.480833,Car
117,117,02ba8c25851c7e9d.jpg,0.70875,0.999375,0.4225,0.580833,Car
118,118,02d79107f3c54e7b.jpg,0.0,0.148438,0.40519,0.46507,Car
119,119,02d79107f3c54e7b.jpg,0.0,0.27474,0.423154,0.552894,Car
120,120,02d79107f3c54e7b.jpg,0.054688,0.270833,0.848303,0.962076,Car
121,121,02d79107f3c54e7b.jpg,0.092448,0.188802,0.562874,0.6107779999999999,Car
122,122,02d79107f3c54e7b.jpg,0.113281,0.200521,0.6467069999999999,0.7445109999999999,Car
123,123,02d79107f3c54e7b.jpg,0.157552,0.223958,0.528942,0.562874,Car
124,124,02d79107f3c54e7b.jpg,0.303385,0.393229,0.431138,0.471058,Car
125,125,02d79107f3c54e7b.jpg,0.563802,0.747396,0.8722559999999999,0.986028,Car
126,126,02d79107f3c54e7b.jpg,0.648438,0.822917,0.459082,0.550898,Car
127,127,02d79107f3c54e7b.jpg,0.799479,0.998698,0.8722559999999999,0.994012,Car
128,128,02d95dea2ded0437.jpg,0.796802,1.0,0.76625,0.939375,Car
129,129,02d95dea2ded0437.jpg,0.7158979999999999,0.775165,0.73625,0.775625,Car
130,130,02d95dea2ded0437.jpg,0.775165,0.8673569999999999,0.73625,0.780625,Car
131,131,02dbae76d89c9284.jpg,0.803125,0.884375,0.8546370000000001,0.918964,Vehicle registration plate
132,132,02dbae76d89c9284.jpg,0.5875,0.999375,0.629908,0.999165,Car
133,133,02f6b0600b3ad4ed.jpg,0.022514,0.0394,0.510686,0.535433,Vehicle registration plate
134,134,02f6b0600b3ad4ed.jpg,0.287054,0.302689,0.422947,0.436445,Vehicle registration plate
135,135,02f6b0600b3ad4ed.jpg,0.379612,0.390869,0.406074,0.417323,Vehicle registration plate
136,136,02f6b0600b3ad4ed.jpg,0.4828020000000001,0.497811,0.440945,0.4589430000000001,Vehicle registration plate
137,137,02f6b0600b3ad4ed.jpg,0.520951,0.539087,0.431946,0.449944,Vehicle registration plate
138,138,02f6b0600b3ad4ed.jpg,0.773609,0.7911189999999999,0.406074,0.422947,Vehicle registration plate
139,139,02f6b0600b3ad4ed.jpg,0.0,0.754221,0.336333,0.6479189999999999,Car
140,140,02f6b0600b3ad4ed.jpg,0.746091,0.868043,0.349831,0.494938,Car
141,141,031dae4a52cf8aa1.jpg,0.0725,0.956875,0.045833,0.8625,Vehicle registration plate
142,142,032c191dec338f4f.jpg,0.116875,0.22625,0.647246,0.741525,Vehicle registration plate
143,143,033a703a4771ba75.jpg,0.1775,0.7325,0.455833,0.8125,Vehicle registration plate
144,144,033dc103ddcb1b79.jpg,0.74375,0.886875,0.413333,0.614167,Vehicle registration plate
145,145,033dc103ddcb1b79.jpg,0.910625,0.948125,0.210833,0.236667,Vehicle registration plate
146,146,033dc103ddcb1b79.jpg,0.0,0.9975,0.085,0.8475,Car
147,147,034a9374efb98028.jpg,0.168,0.452667,0.51,0.69,Car
148,148,034a9374efb98028.jpg,0.664,0.965333,0.486,0.653,Car
149,149,03563ca1d80b556e.jpg,0.053125,0.96,0.130658,0.909465,Car
150,150,03563ca1d80b556e.jpg,0.5775,0.659375,0.183128,0.252058,Car
151,151,03563ca1d80b556e.jpg,0.58375,0.999375,0.191358,0.507202,Car
152,152,03563ca1d80b556e.jpg,0.61875,0.68625,0.171811,0.229424,Car
153,153,03563ca1d80b556e.jpg,0.83625,0.95375,0.175926,0.300412,Car
154,154,039ff4c47d6d5415.jpg,0.590625,0.765625,0.515009,0.567542,Vehicle registration plate
155,155,039ff4c47d6d5415.jpg,0.0,0.04375,0.234522,0.496248,Car
156,156,039ff4c47d6d5415.jpg,0.0,0.220625,0.192308,0.39212,Car
157,157,039ff4c47d6d5415.jpg,0.121875,0.294375,0.210131,0.305816,Car
158,158,039ff4c47d6d5415.jpg,0.224375,0.9275,0.205441,0.802064,Car
159,159,039ff4c47d6d5415.jpg,0.274375,0.395625,0.207317,0.288931,Car
160,160,03a850115cab59b1.jpg,0.16125,0.219375,0.5,0.543333,Vehicle registration plate
161,161,03a850115cab59b1.jpg,0.684375,0.770625,0.495833,0.5525,Vehicle registration plate
162,162,03a850115cab59b1.jpg,0.045625,0.36375,0.3825,0.705,Car
163,163,03a850115cab59b1.jpg,0.466875,0.94625,0.31916700000000003,0.811667,Car
164,164,03c1151d00c9abcf.jpg,0.28375,0.72,0.378049,0.768293,Car
165,165,03e7b2332a8bcd63.jpg,0.294792,0.688542,0.828767,0.923516,Vehicle registration plate
166,166,046166d4cf2be34a.jpg,0.0,0.117886,0.775053,0.998934,Car
167,167,046166d4cf2be34a.jpg,0.110434,0.198509,0.8880600000000001,0.998934,Car
168,168,046166d4cf2be34a.jpg,0.251355,0.298781,0.897655,0.948827,Car
169,169,046166d4cf2be34a.jpg,0.7960699999999999,0.932249,0.890192,0.962687,Car
170,170,046166d4cf2be34a.jpg,0.923442,0.964092,0.8987209999999999,0.955224,Car
171,171,046166d4cf2be34a.jpg,0.961382,0.985772,0.8955219999999999,0.948827,Car
172,172,046166d4cf2be34a.jpg,0.979675,0.999322,0.89339,0.948827,Car
173,173,04698ba478065006.jpg,0.0875,0.90625,0.268333,0.7783329999999999,Car
174,174,04698ba478065006.jpg,0.849375,0.999375,0.25166700000000003,0.476667,Car
175,175,046c9fad7193dadc.jpg,0.349375,0.469375,0.783582,0.821642,Vehicle registration plate
176,176,046c9fad7193dadc.jpg,0.885,0.9225,0.56791,0.58209,Vehicle registration plate
177,177,047efe4a7f176cca.jpg,0.148125,0.42,0.561272,0.893358,Vehicle registration plate
178,178,04e3097ac2f57647.jpg,0.65,0.763333,0.7525,0.78625,Vehicle registration plate
179,179,04e803c2a114a6b0.jpg,0.43375,0.58625,0.733584,0.786116,Vehicle registration plate
180,180,055a4a3067a64738.jpg,0.4925,0.564375,0.81858,0.8431200000000001,Vehicle registration plate
181,181,055a4a3067a64738.jpg,0.75375,0.783125,0.523225,0.531989,Vehicle registration plate
182,182,055a4a3067a64738.jpg,0.9,0.930625,0.586328,0.596845,Vehicle registration plate
183,183,055a4a3067a64738.jpg,0.0,0.06875,0.4627520000000001,0.524978,Car
184,184,055a4a3067a64738.jpg,0.0,0.094375,0.439089,0.51972,Car
185,185,055a4a3067a64738.jpg,0.209375,0.248125,0.4548640000000001,0.490798,Car
186,186,055a4a3067a64738.jpg,0.810625,0.965625,0.490798,0.645925,Car
187,187,055a4a3067a64738.jpg,0.829375,0.911875,0.435583,0.49255,Car
188,188,055a4a3067a64738.jpg,0.88875,0.966875,0.478528,0.5503939999999999,Car
189,189,055a4a3067a64738.jpg,0.969375,0.999375,0.490798,0.609991,Car
190,190,056565d390682439.jpg,0.0975,0.17875,0.641667,0.7,Vehicle registration plate
191,191,056565d390682439.jpg,0.83125,0.91625,0.285,0.328333,Vehicle registration plate
192,192,056565d390682439.jpg,0.0,0.0475,0.07,0.118333,Car
193,193,056565d390682439.jpg,0.0325,0.90875,0.14166700000000002,0.81,Car
194,194,056565d390682439.jpg,0.22875,0.32,0.056667,0.103333,Car
195,195,056565d390682439.jpg,0.47625,0.55625,0.051667,0.09,Car
196,196,056565d390682439.jpg,0.77125,0.99875,0.103333,0.463333,Car
197,197,056565d390682439.jpg,0.77375,0.97,0.07333300000000001,0.226667,Car
198,198,056565d390682439.jpg,0.82375,0.86,0.043333,0.071667,Car
199,199,056565d390682439.jpg,0.92125,0.9625,0.061666999999999986,0.083333,Car
200,200,056565d390682439.jpg,0.965,0.99625,0.05,0.076667,Car
201,201,0567b3f587127e83.jpg,0.0,0.063125,0.307692,0.492495,Car
202,202,0567b3f587127e83.jpg,0.125,0.966875,0.223265,0.969043,Car
203,203,058d8da7471f6b6b.jpg,0.6152340000000001,0.6367189999999999,0.859031,0.879589,Vehicle registration plate
204,204,058d8da7471f6b6b.jpg,0.765625,0.835938,0.966226,0.998532,Vehicle registration plate
205,205,058d8da7471f6b6b.jpg,0.592773,0.931641,0.776799,0.92511,Car
206,206,058d8da7471f6b6b.jpg,0.6992189999999999,0.999023,0.7870779999999999,0.998532,Car
207,207,05a0d36be085f8d6.jpg,0.0,0.16625,0.89,0.986667,Car
208,208,05a0d36be085f8d6.jpg,0.21375,0.61375,0.943333,0.998333,Car
209,209,05a6661049143bd8.jpg,0.536875,0.7275,0.549236,0.605263,Vehicle registration plate
210,210,05a6661049143bd8.jpg,0.050625,0.914375,0.169779,0.942275,Car
211,211,05a77f4a44610347.jpg,0.325651,0.46493,0.490226,0.630075,Vehicle registration plate
212,212,05a77f4a44610347.jpg,0.201403,0.998998,0.046617,0.984962,Car
213,213,05d3c22f2e2159fc.jpg,0.71125,0.860625,0.5,0.588333,Vehicle registration plate
214,214,05d3c22f2e2159fc.jpg,0.09375,0.968125,0.183333,0.829167,Car
215,215,05d729ac3b2c1087.jpg,0.06595,0.948387,0.462926,0.958918,Car
216,216,0643c649d90ad559.jpg,0.59875,0.62375,0.438333,0.47,Car
217,217,065dbafcc73531a0.jpg,0.0,0.995,0.311445,0.703565,Vehicle registration plate
218,218,0670b29f926e5259.jpg,0.312383,0.512195,0.6725,0.721875,Vehicle registration plate
219,219,0670b29f926e5259.jpg,0.078799,0.91182,0.19875,0.745625,Car
220,220,0670b29f926e5259.jpg,0.611632,0.919325,0.061875,0.234375,Car
221,221,0693c775e6052eb2.jpg,0.841435,0.998843,0.5955729999999999,0.794769,Car
222,222,0693c775e6052eb2.jpg,0.0,0.094907,0.647887,0.8128770000000001,Car
223,223,0693c775e6052eb2.jpg,0.0,0.158565,0.613682,0.780684,Car
224,224,0693c775e6052eb2.jpg,0.225694,0.291667,0.605634,0.653924,Car
225,225,0693c775e6052eb2.jpg,0.420139,0.435185,0.613682,0.633803,Car
226,226,0693c775e6052eb2.jpg,0.452546,0.471065,0.613682,0.637827,Car
227,227,0693c775e6052eb2.jpg,0.489583,0.540509,0.605634,0.65996,Car
228,228,06b519f5ce3322e6.jpg,0.554375,0.61625,0.6275,0.669167,Vehicle registration plate
229,229,06b519f5ce3322e6.jpg,0.43,0.874375,0.4025,0.850833,Car
230,230,06b519f5ce3322e6.jpg,0.814375,0.8625,0.518333,0.561667,Car
231,231,06b519f5ce3322e6.jpg,0.884375,0.9325,0.521667,0.568333,Car
232,232,06b519f5ce3322e6.jpg,0.960625,0.990625,0.526667,0.554167,Car
233,233,06e69440449abc0d.jpg,0.019375,0.505,0.484053,0.874296,Vehicle registration plate
234,234,071a195878e81eda.jpg,0.19,0.319286,0.718421,0.8052630000000001,Vehicle registration plate
235,235,071a195878e81eda.jpg,0.119286,0.8514290000000001,0.247368,0.901316,Car
236,236,071a195878e81eda.jpg,0.807143,0.879286,0.461842,0.502632,Vehicle registration plate
237,237,071a195878e81eda.jpg,0.0,0.292143,0.276316,0.747368,Car
238,238,071a195878e81eda.jpg,0.017143000000000002,0.100714,0.338158,0.447368,Car
239,239,071a195878e81eda.jpg,0.121429,0.404286,0.293421,0.453947,Car
240,240,071a195878e81eda.jpg,0.387857,0.643571,0.297368,0.442105,Car
241,241,071a195878e81eda.jpg,0.7692859999999999,0.999286,0.207895,0.685526,Car
242,242,0753b37fdbc637cd.jpg,0.380625,0.92625,0.365854,0.8818010000000001,Car
243,243,0753b37fdbc637cd.jpg,0.65625,0.808125,0.708255,0.761726,Vehicle registration plate
244,244,077fadddad9683b8.jpg,0.16375,0.786875,0.278934,0.674438,Vehicle registration plate
245,245,0787c891b72419b8.jpg,0.261875,0.40125,0.816479,0.929775,Car
246,246,0787c891b72419b8.jpg,0.345625,0.36375,0.8848309999999999,0.900749,Vehicle registration plate
247,247,0787c891b72419b8.jpg,0.086875,0.1675,0.804307,0.906367,Car
248,248,0787c891b72419b8.jpg,0.16875,0.21,0.775281,0.8426969999999999,Car
249,249,0787c891b72419b8.jpg,0.230625,0.27375,0.798689,0.8483149999999999,Car
250,250,0787c891b72419b8.jpg,0.36875,0.898125,0.881086,0.999064,Car
251,251,07b49b4f2f52e46a.jpg,0.1425,0.314375,0.87,0.9775,Car
252,252,07b49b4f2f52e46a.jpg,0.240625,0.585625,0.86,0.999167,Car
253,253,07b49b4f2f52e46a.jpg,0.3375,0.746875,0.87,0.999167,Car
254,254,07b49b4f2f52e46a.jpg,0.589375,0.72,0.8275,0.92,Car
255,255,07b49b4f2f52e46a.jpg,0.856875,0.999375,0.803333,0.92,Car
256,256,07d07f405e3496cd.jpg,0.06625,0.915,0.129167,0.9325,Car
257,257,0848b160202cf101.jpg,0.07625,0.970625,0.044167000000000005,0.7425,Vehicle registration plate
258,258,089330f9db2b346c.jpg,0.655,0.798125,0.67167,0.7185739999999999,Vehicle registration plate
259,259,089330f9db2b346c.jpg,0.368125,0.926875,0.313321,0.8151970000000001,Car
260,260,08c7cc0731bf94dc.jpg,0.90125,0.9375,0.945,0.956667,Vehicle registration plate
261,261,08c7cc0731bf94dc.jpg,0.061875,0.078125,0.855833,0.873333,Car
262,262,08c7cc0731bf94dc.jpg,0.67875,0.999375,0.8675,0.999167,Car
263,263,08c7cc0731bf94dc.jpg,0.8725,0.999375,0.883333,0.996667,Car
264,264,08d29e70f03cec88.jpg,0.14508900000000002,0.263393,0.52381,0.577381,Vehicle registration plate
265,265,08d29e70f03cec88.jpg,0.647321,0.8683040000000001,0.616071,0.714286,Vehicle registration plate
266,266,08ee953f06248c58.jpg,0.78875,0.999375,0.683865,0.999062,Car
267,267,090f6e5c703f112b.jpg,0.78875,0.99125,0.533771,0.73546,Car
268,268,090f6e5c703f112b.jpg,0.48125,0.496875,0.5825520000000001,0.599437,Vehicle registration plate
269,269,090f6e5c703f112b.jpg,0.89875,0.9375,0.611632,0.639775,Vehicle registration plate
270,270,090f6e5c703f112b.jpg,0.05,0.091875,0.5572229999999999,0.610694,Car
271,271,090f6e5c703f112b.jpg,0.124375,0.15875,0.5572229999999999,0.599437,Car
272,272,090f6e5c703f112b.jpg,0.179375,0.20875,0.553471,0.584428,Car
273,273,090f6e5c703f112b.jpg,0.455,0.52625,0.5431520000000001,0.636023,Car
274,274,0962ff8fd76cf09b.jpg,0.00375,0.1475,0.580504,0.998905,Car
275,275,0962ff8fd76cf09b.jpg,0.00625,0.15,0.559693,0.8904709999999999,Car
276,276,0962ff8fd76cf09b.jpg,0.184375,0.655625,0.514786,0.998905,Car
277,277,0962ff8fd76cf09b.jpg,0.81375,0.994375,0.47207,0.7908,Car
278,278,0962ff8fd76cf09b.jpg,0.815,0.994375,0.512596,0.79299,Car
279,279,0962ff8fd76cf09b.jpg,0.88125,0.993125,0.461117,0.521358,Car
280,280,0962ff8fd76cf09b.jpg,0.910625,0.998125,0.506024,0.629792,Car
281,281,098530ea013a7156.jpg,0.750625,0.995625,0.461667,0.656667,Car
282,282,098530ea013a7156.jpg,0.4275,0.46875,0.530833,0.544167,Vehicle registration plate
283,283,098530ea013a7156.jpg,0.894375,0.9425,0.5625,0.593333,Vehicle registration plate
284,284,098530ea013a7156.jpg,0.38625,0.526875,0.451667,0.603333,Car
285,285,098530ea013a7156.jpg,0.936875,0.999375,0.49,0.630833,Car
286,286,098c6f85db38b9fe.jpg,0.30125,0.431875,0.534467,0.671388,Car
287,287,099942b17020da41.jpg,0.115625,0.954375,0.515556,0.944444,Car
288,288,099d4c91df3483af.jpg,0.364375,0.60375,0.39794,0.615169,Car
289,289,09a2880f3ad315c3.jpg,0.408125,0.928125,0.5122220000000001,0.853333,Car
290,290,09bec58ed83e2e2c.jpg,0.206751,0.755274,0.570225,0.8089890000000001,Vehicle registration plate
291,291,0a18fb90f897e55e.jpg,0.005625,0.536875,0.303333,0.515,Vehicle registration plate
292,292,0a1f6e950e269fdd.jpg,0.55599,0.710938,0.64974,0.740885,Vehicle registration plate
293,293,0a539c1e0c177092.jpg,0.055034000000000007,0.914321,0.089407,0.933916,Car
294,294,0a539c1e0c177092.jpg,0.0,0.089431,0.047619,0.413994,Car
295,295,0a539c1e0c177092.jpg,0.035647000000000005,0.17135699999999998,0.0,0.063168,Car
296,296,0a539c1e0c177092.jpg,0.270169,0.29581,0.013605,0.057337,Car
297,297,0a539c1e0c177092.jpg,0.868668,0.999375,0.068999,0.281827,Car
298,298,0a7f09b6f006d4b7.jpg,0.09375,0.940625,0.421667,0.871667,Car
299,299,0aa498e8e7ce42fb.jpg,0.815625,0.848125,0.564167,0.575,Vehicle registration plate
300,300,0aa498e8e7ce42fb.jpg,0.819375,0.845,0.5675,0.570833,Vehicle registration plate
301,301,0abbd1a3aafa09b5.jpg,0.1625,0.8275,0.4924810000000001,0.5977439999999999,Vehicle registration plate
302,302,0abbd1a3aafa09b5.jpg,0.0,0.9975,0.14473699999999998,0.635338,Car
303,303,0b4e33eed8e07009.jpg,0.1225,0.16375,0.5013850000000001,0.544783,Car
304,304,0b4e33eed8e07009.jpg,0.1225,0.77625,0.43675,0.8476450000000001,Car
305,305,0b4e33eed8e07009.jpg,0.145625,0.181875,0.505078,0.537396,Car
306,306,0b4e33eed8e07009.jpg,0.1575,0.240625,0.5106189999999999,0.5521699999999999,Car
307,307,0b72eba5b9578701.jpg,0.0425,0.071875,0.53,0.555833,Car
